Name,Age,Gender,12_percentage,10_percentage,CGPA,Parents_Annual_Income,Is_Car,Is_Loan_Free,Is_Passport,Is_Masters
Pihu Choudhury,29,F,99.34,94.08,7.05,584696.6028607183,Y,Y,N,N
Vani Patel,25,F,85.8,87.08,8.29,1675928.4802388947,Y,Y,N,Y
Anaya Pathak,25,F,97.42,81.97,9.3,4675016.85224712,Y,N,N,N
Sara,28,F,58.0,88.82,6.14,70240345.65907562,N,N,N,Y
Anay Reddy,28,M,61.02,91.46,9.52,1974326.1654146553,N,N,Y,N
Arjun Bhatia,28,M,78.8,76.14,5.7,1524105.5867065531,N,N,N,N
Aadhya Joshi,27,F,58.03,53.62,9.33,7672345.002629613,N,N,N,Y
Mohammed Agarwal,29,M,49.93,61.59,8.63,1265393.7165424633,N,Y,N,N
Vani Chauhan,26,F,86.51,61.28,9.04,808114.7927133635,N,Y,N,N
Aadi Khan,21,M,54.45,77.57,9.73,5990920.520661182,Y,N,Y,Y
Sara Malhotra,21,F,44.37,67.22,6.64,671492.5212281046,N,N,Y,N
Saanvi Sethi,26,F,68.01,77.71,7.8,7354520.904429402,Y,Y,N,Y
Myra Das,25,F,50.71,87.9,9.28,1055759.2994875372,N,N,N,N
Mishka,23,F,79.05,62.83,9.17,3320162.1861480135,Y,N,Y,Y
Riddhi Desai,24,F,70.12,53.94,5.96,5940663.742866966,Y,N,N,Y
Sai Verma,30,M,57.09,81.01,7.48,630921.5448728425,Y,Y,N,N
Sara Verma,21,F,66.7,41.9,9.17,5699821.564644427,Y,N,Y,Y
Aarav Kumar,23,M,93.59,98.37,8.98,541591.1628327447,N,Y,Y,Y
Saanvi Joshi,23,F,57.98,96.27,7.87,8827559.73405061,Y,Y,N,Y
Ishaan Yadav,27,M,95.82,88.92,6.97,9128096.695650466,N,Y,N,Y
Arjun Nair,29,M,74.66,99.45,6.87,8371603.211274385,Y,Y,N,Y
Vivaan Verma,22,M,43.25,87.3,7.82,6808917.553533584,Y,Y,Y,Y
Reyansh Roy,26,M,97.28,98.1,6.43,9082633.056745764,N,N,Y,Y
Pranav Roy,23,M,54.32,47.77,6.63,1034471.5689584386,N,Y,N,N
Anaya Joshi,30,F,90.89,86.86,8.18,6597708.355089418,N,N,N,Y
Kabir Sharma,26,M,66.39,82.01,7.44,6729211.861991798,N,Y,Y,N
Saumya Mishra,21,F,77.5,86.03,5.78,520560.3404908537,Y,N,N,N
Kian Goswami,29,M,58.53,69.64,9.55,5790556.024565765,Y,Y,Y,N
Reyansh Chauhan,29,M,86.59,60.15,5.64,949342.3151985772,Y,Y,Y,N
Saumya Yadav,21,F,61.79,53.18,9.3,5084667.345015519,Y,Y,Y,N
Abeer Das,24,M,50.82,85.21,8.41,377698.1913210113,N,N,Y,N
Shanaya Das,22,F,45.39,62.06,9.25,48285755.82276278,Y,Y,Y,Y
Ishika Pathak,21,F,44.81,72.75,7.1,9426897.259017779,Y,N,Y,Y
Aadi Singh,25,M,41.98,48.95,7.42,861724.3267612323,N,N,Y,N
Kiara Roy,24,F,60.95,49.16,6.82,948069.2218408338,N,Y,Y,N
Navya Das,21,F,66.99,74.62,6.71,8110776.932436084,N,Y,N,Y
Anaya,27,F,62.14,58.55,7.02,2057533.2065887183,N,Y,N,Y
Veer,21,M,40.65,45.5,7.22,715732.9244921135,Y,N,Y,N
Ishaan Das,22,M,42.96,69.19,8.31,391385.7499324142,N,Y,Y,N
Pranav Bose,30,M,49.73,90.44,8.15,2822075.3075821768,Y,Y,N,Y
Riddhi Agarwal,23,F,81.39,87.46,7.94,4517964.52899025,N,Y,Y,Y
Aaradhya,23,F,57.14,63.97,8.04,1118597.5233980864,N,N,Y,Y
Saanvi,22,F,81.68,86.16,9.52,1959286.233849575,N,Y,Y,N
Rudra Roy,21,M,94.67,80.81,6.27,5096221.448718487,Y,Y,N,Y
Aarohi,30,F,53.22,57.06,6.2,1851864.030657978,Y,Y,N,N
Avni Singh,30,F,64.62,78.86,8.75,6161191.369958453,N,Y,Y,Y
Shaurya Chopra,24,M,50.33,76.52,6.64,4708283.556233348,N,Y,Y,Y
Aadhya Chauhan,27,F,45.97,78.75,9.27,4999741.531965984,Y,N,N,Y
Rudra Yadav,29,M,82.84,63.64,8.74,4495992.594118351,N,Y,Y,N
Riddhi Goswami,23,F,73.75,80.63,6.34,403357.8385225183,N,N,Y,N
Mohammed Patel,21,M,87.57,72.2,8.77,7879695.685735866,N,N,N,Y
Ishika Patel,29,F,95.39,95.22,9.04,8876788.813482974,Y,Y,N,N
Kian Gupta,29,M,42.02,59.38,9.27,6251311.96451566,Y,Y,Y,N
Avni,21,F,51.85,54.92,6.87,1082140.9016770986,N,N,Y,N
Trisha Khan,29,F,69.25,88.8,8.66,569544.4592815749,Y,N,Y,N
Sai Mishra,30,M,97.97,85.93,8.93,5551811.221335573,N,Y,Y,Y
Vani Goswami,23,F,50.3,45.52,7.65,7613604.3541080225,N,Y,N,Y
Aryan Joshi,27,M,70.37,95.19,8.24,1626418.4435139764,Y,Y,Y,N
Kiara Roy,23,F,76.29,40.64,9.8,624168.4020020526,N,N,N,N
Vani Singh,27,F,75.48,87.91,9.77,2445878.7328818766,N,N,N,Y
Abeer Desai,22,M,94.81,64.43,8.82,4839964.85004081,Y,N,N,Y
Mohammed Desai,22,M,80.08,53.68,8.65,1005555.2693891394,Y,N,Y,N
Shaurya Joshi,30,M,90.33,58.68,9.18,5034754.301581846,N,Y,N,Y
Riddhi Goswami,25,F,64.62,77.35,8.92,9116383.727261722,Y,N,N,Y
Pranav Srivastava,30,M,61.08,97.28,6.39,4111793.1123202466,Y,Y,Y,Y
Anika,26,F,68.95,66.6,7.17,5829246.5279441755,N,Y,N,Y
Prisha Reddy,29,F,75.65,61.33,9.3,9888896.617218278,N,N,N,Y
Vihaan Reddy,22,M,66.83,54.23,5.61,1284407.8119729,Y,N,Y,N
Vani Bhatia,21,F,49.8,54.5,7.91,7024931.05768886,N,Y,N,Y
Vihaan Verma,22,M,49.3,91.25,7.71,6364770.519874634,N,N,Y,Y
Abeer Singh,27,M,95.28,81.77,8.79,1262301.86054358,Y,Y,N,N
Aarav Sethi,24,M,63.7,93.45,9.02,8843489.912617322,N,N,N,Y
Arjun Singh,28,M,64.15,91.96,7.48,417527.68329845485,Y,Y,Y,N
Sai Sethi,30,M,94.71,80.56,9.45,7453945.197693142,Y,N,N,N
Aadi Thakur,25,M,42.22,93.64,8.27,386970.3678579294,N,N,N,N
Myra Roy,23,F,51.13,68.46,7.46,1005798.0129218071,N,Y,N,N
Rudra Malhotra,22,M,63.12,48.79,6.4,1541726.5148613101,Y,N,Y,Y
Veer Choudhury,29,M,97.23,69.23,7.04,8840371.679301023,N,N,Y,Y
Aarohi Chopra,30,F,95.67,68.81,5.91,3881718.994567151,N,N,Y,Y
Aaradhya Reddy,25,F,84.94,92.6,7.55,9284408.087104047,N,N,N,Y
Aaradhya Srivastava,29,F,75.36,83.93,5.85,642060.3733132273,N,Y,Y,N
Sara Agarwal,26,F,76.64,78.12,7.31,2040656.743983982,N,N,Y,Y
Ansh,22,M,71.73,90.41,9.77,8885790.01177695,Y,N,N,Y
Arjun Chauhan,26,M,77.53,61.81,6.52,7548070.104019378,Y,Y,Y,N
Kabir Roy,27,M,59.17,73.23,9.09,5773902.175822379,Y,Y,Y,N
Vivaan,27,M,87.89,72.12,9.5,2568033.1563325315,Y,Y,N,Y
Saanvi Kumar,21,F,77.21,50.64,9.59,1507506.8515298353,N,Y,N,N
Aarav Sethi,24,M,67.34,78.5,7.23,438405.9145338191,Y,Y,N,N
Vivaan,29,M,64.52,87.29,7.51,459656.9811107593,N,Y,N,Y
Navya Yadav,21,F,57.97,56.11,8.9,366381.15843188704,Y,N,N,N
Trisha Bose,28,F,47.86,63.62,8.28,44664416.08507214,N,N,N,Y
Shanaya Rao,27,F,87.05,51.66,7.02,9452913.8373693,N,Y,Y,Y
Ishaan Agarwal,24,M,92.54,60.84,6.18,3421768.4190543583,Y,Y,N,N
Pranav Bhatia,25,M,48.11,43.73,9.73,455943.30916898407,N,Y,N,N
Anay,26,M,45.22,59.97,8.18,9860881.756884327,N,N,Y,Y
Anika,29,F,42.13,52.87,7.11,1441863.920582542,Y,Y,N,N
Vivaan Singh,25,M,73.47,72.98,5.7,3771287.9545375146,Y,N,Y,Y
Aadi Reddy,25,M,65.51,49.83,9.04,1873391.7646516415,N,N,N,N
Vanya Gupta,30,F,89.55,61.75,5.72,700537.5638145083,Y,Y,N,N
Aarohi,23,F,92.37,86.72,5.74,8554354.422137009,N,Y,N,Y
Abeer Pathak,21,M,84.54,67.97,9.2,773579.3193784646,Y,N,N,N
Vivaan,22,M,85.27,66.15,8.34,5223593.479541979,Y,N,N,Y
Kabir Thakur,22,M,96.97,88.04,8.41,2546465.1985457554,N,Y,Y,Y
Vanya Joshi,26,F,68.94,40.45,8.15,524198.6826550255,Y,Y,N,N
Diya Pathak,28,F,85.3,62.32,8.82,1686672.4093590556,N,Y,Y,N
Aaradhya Nair,24,F,67.93,75.69,7.91,6875657.1003650995,N,Y,N,Y
Myra Choudhury,23,F,74.97,82.93,9.54,6476184.195573694,Y,N,Y,Y
Trisha,22,F,45.64,73.72,9.75,1463600.279753978,N,Y,N,N
Sara Chauhan,27,F,81.49,72.15,7.93,1319634.2967218529,N,Y,Y,N
Aryan Kumar,25,M,40.16,76.3,7.83,1425195.6201011408,Y,N,Y,N
Vihaan Sharma,27,M,95.39,69.34,8.55,2025399.1002890463,N,Y,Y,Y
Anika Desai,24,F,58.65,68.97,6.59,8131505.964139749,Y,Y,Y,Y
Aarav Goswami,24,M,77.6,58.27,8.68,889060.0821998797,Y,Y,N,N
Aryan Mishra,24,M,78.86,40.06,8.14,2957263.7996369563,Y,N,Y,N
Vanya Reddy,23,F,83.29,56.78,7.37,200031.84376242122,Y,N,N,N
Vanya Srivastava,29,F,58.85,74.26,6.46,1324997.1778522814,N,N,N,N
Chirag Sharma,30,M,84.01,59.06,7.71,8165396.050697502,N,N,N,Y
Abeer Malhotra,23,M,61.74,84.75,8.33,1513186.928967086,N,Y,Y,N
Arjun Pandey,27,M,67.61,52.3,6.4,604750.1995036714,N,Y,Y,N
Tara Sharma,26,F,53.42,55.0,5.77,624222.6100977055,N,N,Y,N
Riddhi Sethi,24,F,71.3,67.21,7.85,1920039.4079368974,N,N,N,N
Aarav,22,M,55.31,40.93,8.78,5752745.36372599,Y,Y,N,N
Chirag,23,M,62.66,98.34,8.23,1729870.9384976497,Y,Y,Y,N
Navya Malhotra,24,F,56.44,98.65,8.1,6092363.172107214,N,N,Y,Y
Aarohi Desai,26,F,77.83,83.74,6.8,7768605.16077951,N,Y,N,Y
Saanvi,23,F,44.32,44.87,9.68,1500963.7639113725,Y,N,Y,N
Ritvik Thakur,25,M,41.81,91.07,6.93,8852480.083412623,N,Y,N,Y
Saumya Yadav,23,F,87.21,82.59,8.92,97201486.21740502,Y,Y,Y,Y
Dev Roy,21,M,41.07,45.46,7.31,1598806.2349238805,Y,N,N,N
Chirag Sethi,21,M,43.88,97.42,6.83,1812201.2047986255,N,N,Y,Y
Aadhya Joshi,25,F,85.83,83.97,9.68,3310109.8349101935,Y,Y,Y,Y
Aarush Pathak,22,M,55.49,73.32,7.95,6132453.203103128,Y,N,Y,N
Rudra Das,21,M,63.95,81.87,7.5,1501617.0679143441,Y,N,Y,N
Veer Yadav,25,M,69.68,65.7,5.52,79409764.2847944,Y,N,N,Y
Anika Gupta,29,F,50.56,47.77,8.95,8010481.747818874,N,N,Y,Y
Ishaan Singh,27,M,44.44,46.8,9.78,229546.4072853416,N,Y,Y,Y
Trisha Srivastava,29,F,66.08,98.12,7.15,9909833.142751882,Y,Y,N,Y
Saanvi Bhatia,26,F,98.48,68.24,7.03,1017668.2000861379,Y,N,N,N
Anaisha Roy,24,F,47.69,72.94,7.07,1780390.386123664,Y,N,Y,N
Anika Yadav,23,F,61.88,83.7,8.33,606648.9827940767,Y,N,N,N
Pranav Shah,22,M,44.26,56.27,8.14,7382086.701950076,Y,N,N,Y
Aryan Bose,27,M,44.45,42.5,7.39,8158476.390436674,Y,N,Y,Y
Aadi,27,M,41.57,82.2,8.22,9095225.734348806,Y,N,Y,N
Mohammed Goswami,22,M,40.75,86.59,7.64,777916.049328145,Y,Y,Y,Y
Vani Thakur,25,F,45.73,68.06,6.56,1523890.3710995258,N,Y,N,N
Mohammed Roy,21,M,91.22,48.64,6.59,831498.1139860563,Y,N,Y,N
Saumya,23,F,87.93,93.03,8.72,9566070.169389421,N,Y,N,Y
Trisha Pandey,26,F,40.06,71.79,7.48,1341638.501308292,Y,Y,N,N
Ira Chauhan,25,F,50.74,40.5,9.62,921398.6803585425,Y,Y,Y,N
Aarya Nair,28,F,58.13,48.03,7.6,7161196.497877928,Y,N,Y,Y
Vihaan Patel,27,M,97.73,93.98,8.73,4165084.9189195335,N,N,Y,N
Aryan Pathak,23,M,89.14,42.75,5.75,411783.9572520526,N,N,N,N
Chirag,22,M,50.46,52.41,9.8,1669242.917334895,N,N,N,Y
Anaisha Desai,23,F,56.27,81.32,7.83,7689098.468387123,Y,N,Y,Y
Ishaan Sharma,28,M,61.55,61.28,7.72,8128224.593281929,Y,Y,Y,Y
Riya Bose,30,F,52.91,95.94,6.18,9522428.370054737,N,Y,Y,Y
Veer Bose,29,M,62.48,90.21,9.69,1508054.9361739685,Y,Y,Y,N
Aarav Choudhury,28,M,61.79,41.43,6.09,534498.5424086333,N,N,Y,N
Ritvik Sharma,21,M,91.94,46.46,8.25,942516.2913566388,Y,N,Y,Y
Aadi Pandey,25,M,57.65,74.09,7.53,4018916.74325701,N,Y,N,Y
Ahaan Joshi,26,M,73.07,92.21,6.77,1931451.782321255,Y,N,N,N
Yash Chopra,23,M,77.4,44.25,8.21,1422477.28119418,Y,N,N,N
Anika Kumar,30,F,79.95,54.63,8.87,2709704.771692284,Y,Y,Y,Y
Saanvi Sethi,29,F,87.37,48.17,9.73,8517576.117476914,Y,N,Y,Y
Abeer Sharma,28,M,54.98,41.69,5.86,2234679.8032113416,N,Y,N,Y
Myra Rao,30,F,83.59,90.64,8.69,262250.3271239545,N,N,N,N
Anay Rao,26,M,58.04,42.24,6.28,1990410.85675963,Y,N,N,N
Vanya Yadav,28,F,61.35,55.52,6.37,3103959.0186865865,N,Y,N,Y
Mishka Verma,23,F,55.14,85.59,8.19,920765.9744373177,N,Y,Y,N
Vihaan Gupta,21,M,65.83,96.08,7.95,6943647.615017611,N,N,Y,Y
Aanya Khan,30,F,46.22,72.23,5.69,3439220.880978484,N,Y,N,Y
Kabir Kumar,28,M,75.33,63.35,9.09,5942407.334062547,Y,N,N,Y
Prisha Das,22,F,53.06,91.25,6.96,1371834.0585895043,N,N,Y,N
Riddhi Goswami,23,F,49.95,86.72,6.62,1099071.5687790862,N,N,Y,N
Ansh Yadav,23,M,79.92,69.1,9.24,703836.8329536864,N,N,Y,N
Mishka Roy,22,F,40.74,81.34,5.69,4418523.475925563,Y,Y,Y,N
Riddhi Singh,25,F,96.42,46.7,8.43,7750268.808273059,Y,N,N,Y
Shanaya Roy,25,F,78.08,40.66,8.17,335771.8020097856,N,N,N,N
Riddhi Srivastava,23,F,49.26,76.64,8.87,796517.0103326117,N,Y,N,N
Vanya Shah,27,F,98.81,70.0,6.91,442606.5255281491,Y,Y,N,N
Dhruv Bose,28,M,53.18,40.79,6.33,716641.2581730564,N,N,Y,Y
Yash Pandey,22,M,69.93,76.21,6.86,1806988.4257451843,Y,N,Y,N
Trisha Chopra,30,F,74.28,48.74,7.66,3315715.4232054553,Y,N,Y,Y
Rudra Verma,27,M,97.95,67.12,8.26,2918829.7235632767,N,Y,N,Y
Aarohi Sharma,22,F,61.55,84.03,6.26,1722920.7243803227,Y,N,Y,N
Kiara,28,F,50.59,69.69,6.97,1014777.5477893807,N,Y,N,N
Yash,26,M,53.94,59.6,7.34,1893460.813761098,N,N,N,Y
Shanaya,23,F,51.85,52.22,7.83,1750117.040082816,N,N,Y,N
Aadhya Pathak,21,F,64.93,87.43,8.33,585401.8926061173,N,N,N,N
Saanvi Sethi,30,F,93.75,50.16,6.92,258948.00548762636,N,N,N,N
Siya,25,F,49.89,84.96,7.65,1050536.0257534657,N,Y,N,N
Sara Mishra,24,F,54.46,49.69,6.45,1994584.7042213348,N,N,Y,N
Kian Bhatia,24,M,65.93,82.56,7.76,3983469.099054716,Y,Y,Y,Y
Ishika Thakur,23,F,62.29,45.95,6.52,7486540.767267597,N,Y,N,Y
Prisha Bose,21,F,55.62,71.11,8.57,858876.8167191672,Y,N,Y,N
Ayaan Patel,30,M,59.04,42.38,9.77,9282325.425547682,Y,Y,Y,Y
Dev Sharma,22,M,65.15,67.03,9.4,2910614.348534813,Y,N,Y,Y
Yash Yadav,26,M,40.27,78.58,6.39,5788425.782899295,Y,Y,Y,Y
Ahaan Gupta,26,M,76.87,91.63,7.87,1266524.2537937101,N,Y,N,N
Ishaan Reddy,23,M,97.38,89.26,9.67,8400137.23739725,Y,Y,Y,Y
Kiara Yadav,28,F,98.36,97.66,7.63,1645541.9358232243,Y,N,N,Y
Aarush Chauhan,21,M,71.86,48.03,9.34,1927829.6807456263,N,N,N,N
Ritvik,26,M,61.88,77.32,8.46,6385391.041795493,N,Y,N,Y
Ritvik Goswami,21,M,91.76,65.99,9.6,1072340.122804998,Y,N,Y,N
Ira Das,27,F,46.52,58.49,5.97,801108.73629552,Y,N,Y,N
Aaradhya,24,F,46.99,90.62,9.51,1505927.4101620496,N,Y,N,N
Aadhya Verma,25,F,52.03,63.88,8.26,677917.4511888757,N,Y,Y,N
Pranav Das,22,M,59.85,40.53,6.57,1545916.3300767066,N,Y,Y,N
Reyansh Rao,23,M,54.09,65.16,5.59,603849.8453446445,N,N,N,N
Avni Srivastava,27,F,71.06,64.42,7.63,6424519.408172532,N,N,N,Y
Dev Joshi,25,M,48.45,89.22,9.19,2809982.950229275,Y,N,N,N
Chirag Joshi,28,M,69.53,89.1,7.84,1219838.8019089103,Y,Y,Y,N
Ayaan Das,24,M,63.21,61.07,8.92,6646921.849167829,Y,Y,Y,Y
Sai,24,M,92.13,78.37,7.59,9135954.906295378,N,N,Y,N
Aaradhya Bose,27,F,40.68,97.24,6.45,4204306.752590424,N,Y,N,Y
Vivaan Khan,25,M,78.57,51.07,6.35,1658606.2078798078,N,N,N,N
Ansh Nair,22,M,73.36,57.07,6.91,382124.30952250515,N,Y,N,N
Mishka,26,F,68.75,43.09,8.69,8675438.173475763,Y,Y,N,Y
Aarav Pathak,27,M,74.0,87.82,7.78,334072.6920355711,N,Y,Y,N
Ritvik Rao,27,M,57.93,40.49,9.44,9552067.4265633,N,Y,N,Y
Kabir Pandey,23,M,42.32,94.63,9.03,70884554.91085106,N,N,Y,Y
Vanya Gupta,23,F,41.23,59.68,7.72,2666760.8226666064,Y,Y,Y,N
Sahana Choudhury,23,F,45.1,56.57,6.66,4837505.038078186,N,N,N,Y
Dev Malhotra,23,M,80.58,92.75,6.34,6324261.60454947,Y,N,N,N
Atharva Srivastava,21,M,41.52,98.85,8.13,9220650.576482711,N,Y,N,Y
Avni Goswami,30,F,85.02,94.95,7.34,8062741.316207309,N,Y,Y,Y
Ritvik Chauhan,30,M,42.03,82.82,7.79,7501098.667734315,N,Y,Y,N
Vihaan Pathak,22,M,70.0,72.85,6.43,1747062.1259331764,N,N,N,N
Vanya Roy,26,F,43.93,74.29,9.09,880347.6981090402,N,Y,N,N
Mohammed,23,M,47.43,70.33,9.76,685163.6162964231,Y,N,Y,N
Prisha Pandey,29,F,50.26,91.79,8.23,9382005.215333639,Y,Y,Y,N
Chirag Roy,24,M,93.25,58.55,6.43,929097.5455072485,N,N,Y,N
Anaya Pathak,29,F,98.83,41.38,6.67,4367657.350847743,N,Y,N,Y
Aarya Goswami,26,F,94.26,56.33,5.99,4002069.1746342266,Y,Y,N,Y
Diya Chauhan,24,F,54.98,70.32,8.05,945760.3007576433,Y,N,Y,N
Yash Gupta,29,M,47.09,90.47,7.12,3048083.06453988,Y,Y,Y,Y
Ahaan Pathak,26,M,97.5,61.09,6.21,7283434.881170854,Y,N,Y,Y
Abeer Desai,23,M,78.11,49.12,8.81,266683.1178850349,N,N,N,Y
Vani,22,F,78.86,72.33,6.32,5883588.598595512,N,N,N,Y
Navya,25,F,40.76,89.63,6.63,9407620.686625104,Y,Y,N,Y
Saanvi,26,F,81.33,94.22,8.75,1111710.3763274364,N,N,Y,Y
Ishaan Sharma,21,M,70.59,56.88,8.09,8828681.446080126,Y,N,Y,N
Ahaan Agarwal,30,M,61.38,50.98,7.26,5419759.698294472,N,Y,N,Y
Siya Pandey,30,F,42.08,51.54,5.93,1059819.6402645456,Y,N,Y,N
Ishaan Pathak,24,M,41.93,46.45,6.29,8829694.299947938,N,Y,N,Y
Veer Kumar,25,M,88.27,67.0,8.77,945676.4652854612,N,Y,Y,Y
Tara,26,F,74.61,93.34,6.13,1488446.9927516032,Y,N,Y,N
Rudra Sharma,27,M,57.17,70.37,8.09,859364.1054661064,Y,Y,Y,N
Ansh Mishra,25,M,74.66,55.82,9.44,2622946.406430666,Y,N,Y,Y
Ansh Khan,26,M,53.49,63.74,8.67,7857233.985342145,N,Y,Y,N
Reyansh Singh,21,M,89.8,93.53,9.81,4161253.3073259727,N,N,N,N
Saanvi Khan,22,F,66.21,87.09,7.73,9484349.025234748,Y,N,Y,Y
Aaradhya,30,F,93.38,78.77,9.58,1859675.048021148,Y,Y,Y,N
Myra,24,F,90.52,83.98,9.02,3135983.634603334,Y,N,Y,Y
Aadi Chauhan,25,M,59.85,92.79,9.8,4227988.2608178705,N,Y,N,N
Vanya Chauhan,27,F,64.4,44.27,5.58,284746.7300469356,Y,Y,Y,N
Aarush,24,M,72.52,96.61,7.16,6773959.189522611,N,N,Y,Y
Dhruv Nair,26,M,58.05,46.55,8.15,1361913.6836876362,Y,N,N,N
Dev Roy,24,M,70.52,57.09,9.61,9633139.36112828,Y,Y,N,Y
Aarav Malhotra,26,M,74.2,56.81,7.89,7905649.064124732,Y,Y,N,Y
Aaradhya Singh,25,F,41.71,61.18,8.26,2150131.706750204,Y,Y,N,Y
Sahana Mishra,29,F,55.87,50.6,8.73,3939087.992420272,N,Y,Y,Y
Shaurya,30,M,58.64,68.24,9.19,1703957.7691896055,N,N,Y,N
Abeer Srivastava,24,M,81.89,46.35,9.3,6703880.938655019,Y,N,N,Y
Sahana Bhatia,27,F,91.62,91.13,9.3,775187.6388301989,N,Y,N,N
Anika,21,F,68.59,73.17,7.84,4143513.163535758,N,Y,N,Y
Mishka Goswami,29,F,56.72,78.7,5.5,4214567.366212846,N,N,Y,Y
Vivaan Bose,21,M,41.14,42.42,9.38,222173.32998452918,Y,N,N,N
Riya,29,F,93.37,46.13,7.55,7868634.754248202,N,Y,Y,Y
Tara,28,F,86.52,89.74,5.94,5840324.658872981,Y,Y,Y,N
Veer,28,M,94.45,79.24,9.08,9327470.579766266,N,N,Y,Y
Aarush Sharma,22,M,71.68,78.22,6.25,1001799.0307174803,Y,N,N,N
Aarya Desai,23,F,58.72,70.06,9.46,1346350.9919709219,N,Y,Y,N
Anika Srivastava,21,F,53.05,83.43,5.72,79417949.63023128,N,N,Y,Y
Atharva Chauhan,22,M,50.22,98.12,7.01,5655069.913089065,N,Y,Y,Y
Sara Pandey,27,F,76.8,77.59,7.03,7604473.843901888,N,N,N,Y
Mohammed Nair,29,M,70.64,88.69,8.75,9561106.204212354,N,Y,Y,N
Aarush Desai,21,M,75.54,43.94,9.18,1615311.9068344578,Y,Y,Y,N
Ishaan Roy,29,M,65.86,61.02,6.12,2423438.3480389905,Y,Y,N,Y
Aanya Desai,24,F,65.93,61.3,9.67,1315472.5755938306,N,Y,N,N
Ritvik Kumar,29,M,47.11,54.29,8.25,9295911.726876575,Y,Y,Y,Y
Atharva Singh,22,M,41.24,48.8,9.59,7037923.637485082,N,Y,N,Y
Sahana Kumar,28,F,51.63,77.26,7.46,301736.0485000054,Y,Y,N,N
Tara Verma,28,F,51.3,75.37,9.62,74813808.77151535,N,Y,N,Y
Atharva Bose,21,M,85.4,47.64,8.32,9459564.99062172,Y,Y,N,Y
Anaisha Bose,30,F,65.15,74.67,7.06,2263277.730082626,Y,Y,Y,Y
Advik Nair,23,M,45.33,84.75,9.65,3840941.8002874143,N,Y,Y,Y
Vani Khan,27,F,91.15,66.06,7.77,1180350.2922142632,N,Y,N,N
Mishka Bhatia,29,F,94.52,72.68,9.49,6308278.353802312,Y,Y,Y,Y
Reyansh Pathak,26,M,96.36,85.57,7.66,402181.9996440386,N,N,Y,N
Mishka Gupta,29,F,98.41,61.27,8.96,7076444.281449855,N,N,Y,Y
Kiara Singh,27,F,44.07,43.75,5.88,6658905.585128754,N,N,Y,Y
Shaurya Shah,27,M,90.43,50.05,5.71,270255.6363162685,Y,Y,Y,Y
Aarush Yadav,30,M,70.61,57.24,6.23,939356.742428763,N,N,N,N
Anay Sethi,23,M,79.66,68.84,9.57,921441.9328267417,N,Y,Y,N
Yash Agarwal,22,M,74.89,98.02,8.41,5363482.321656059,N,Y,N,N
Aarohi Pathak,22,F,73.1,77.24,8.88,3895036.2838473995,Y,N,N,Y
Yash Goswami,25,M,44.11,68.7,7.21,308122.08027852635,Y,Y,Y,Y
Navya Verma,29,F,82.23,79.03,8.82,3626325.399595223,Y,Y,Y,N
Dev Rao,28,M,70.19,57.6,8.46,6896780.51192499,N,Y,N,Y
Riddhi Thakur,22,F,73.65,97.62,5.8,3156291.703133436,N,Y,Y,Y
Ayaan Chauhan,22,M,95.84,68.61,6.41,8342661.399004391,Y,Y,N,Y
Aadhya Pandey,29,F,62.79,82.03,7.09,3839986.3957340284,N,N,Y,Y
Pihu Desai,22,F,51.91,69.42,8.08,8966729.463970007,Y,Y,Y,Y
Aryan Khan,30,M,92.71,63.45,9.49,55277922.13133445,Y,Y,N,Y
Ansh Pandey,21,M,78.71,46.49,5.92,1972543.6373933917,N,Y,N,N
Sahana Bhatia,28,F,52.51,49.18,6.95,1519287.8562767748,N,N,N,N
Ira Gupta,26,F,51.09,52.29,8.19,601951.9945868764,N,N,Y,N
Ahaan Singh,25,M,48.57,51.86,9.0,1635888.40967697,N,N,Y,N
Anika Joshi,24,F,59.64,97.06,8.05,3170526.489125018,Y,N,Y,N
Ritvik Patel,21,M,86.07,57.11,9.7,2988565.8883422855,N,N,N,Y
Aanya Kumar,22,F,69.78,97.33,8.24,4000357.3293171125,N,N,Y,Y
Trisha Bose,24,F,89.91,75.28,5.71,867612.3012282527,N,Y,N,N
Diya Pandey,28,F,48.85,65.82,6.57,437112.1958347276,N,N,N,N
Ira Sethi,25,F,76.25,45.77,8.44,793265.013792583,N,N,N,N
Rudra Yadav,25,M,79.17,44.61,8.41,6358141.432401436,Y,N,N,Y
Reyansh Das,22,M,47.64,64.58,7.08,7914605.755640937,Y,N,Y,Y
Anaya Reddy,30,F,61.3,91.38,9.62,6087345.103500834,N,Y,Y,Y
Shaurya Roy,27,M,49.78,82.29,7.8,890803.8735074567,Y,N,N,N
Aarohi Bhatia,29,F,67.41,41.88,7.69,7489276.722917393,N,N,N,Y
Shaurya Sharma,29,M,68.43,69.99,8.62,5934610.482478767,Y,Y,Y,N
Aarush Shah,25,M,58.01,48.49,6.8,9481073.208284818,N,N,N,Y
Anay Goswami,28,M,81.66,90.53,9.01,1449174.4753365014,Y,N,Y,N
Anaisha Shah,30,F,58.56,71.1,8.32,5252507.24557546,N,Y,N,Y
Aarohi Sharma,25,F,87.2,98.05,9.15,6226492.158594477,N,Y,N,N
Veer Nair,30,M,67.03,56.69,9.13,1049899.4564960615,Y,Y,N,N
Myra Desai,27,F,94.2,54.72,7.83,1582089.1262757955,Y,N,N,N
